fiscal_year,quarter,category,form_number,description,received,approved,denied,pending,source_file,pending_imp,form_id
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2017,,1.0,,,,all_predictions_by_year.csv,,
,1,,2017,,2.0,,,,all_predictions_by_year.csv,,
,1,,2017,,3.0,,,,all_predictions_by_year.csv,,
,1,,2017,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2018,,1.0,,,,all_predictions_by_year.csv,,
,1,,2018,,2.0,,,,all_predictions_by_year.csv,,
,1,,2018,,3.0,,,,all_predictions_by_year.csv,,
,1,,2018,,4.0,,,,all_predictions_by_year.csv,,
,1,,2019,,1.0,,,,all_predictions_by_year.csv,,
